Date,Open,High,Low,Close,Volume,Daily_Return,Open_Return,High_Return,Low_Return,Volume_Return,High_Low_Difference,Open_Close_Difference,High_Low_Percentage,Open_Close_Percentage,Open_Lag_1,Open_Lag_2,Open_Lag_3,Open_Lag_5,Open_Lag_10,High_Lag_1,High_Lag_2,High_Lag_3,High_Lag_5,High_Lag_10,Low_Lag_1,Low_Lag_2,Low_Lag_3,Low_Lag_5,Low_Lag_10,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Close_Lag_10,Volume_Lag_1,Volume_Lag_2,Volume_Lag_3,Volume_Lag_5,Volume_Lag_10,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,EMA_5,EMA_10,EMA_20,EMA_50,Rolling_Mean_5,Rolling_Mean_10,Rolling_Mean_20,Rolling_Std_5,Rolling_Std_10,Rolling_Std_20,Rolling_Min_20,Rolling_Max_20,Volatility_5,Volatility_10,Volatility_20,Volume_SMA_20,Volume_Ratio,Momentum_5,Momentum_10,Momentum_20,Price_SMA20_Ratio,Price_SMA50_Ratio,SMA20_SMA50_Ratio,Target_Close_1,Target_Close_3,Target_Close_10,Target_Close_15
2021-08-30,149.0,153.49000549316406,148.61000061035156,153.1199951171875,90956700.0,,,,,,4.8800048828125,-4.1199951171875,3.1870461327259583,-2.69069700141666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.1199951171875,153.1199951171875,153.1199951171875,153.1199951171875,,,,,,,,,,,,,,,,,,,,151.8300018310547,153.64999389648438,148.1199951171875,143.42999267578125
2021-08-31,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,86453100.0,-0.8424721311841354,2.4563782967176984,-0.44954226119757745,1.8033730332913889,-4.951366969118276,1.510009765625,0.8300018310546875,0.9945397796314515,0.5466652315385288,149.0,,,,,153.49000549316406,,,,,148.61000061035156,,,,,153.1199951171875,,,,,90956700.0,,,,,,,,,,152.68999735514325,152.88545088334516,152.99713861374627,153.0694071451823,,,,,,,,,,,,,,,,,,,,152.50999450683594,154.3000030517578,149.02999877929688,145.85000610351562
2021-09-01,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,80313700.0,0.44786449817599827,0.11135737250576039,1.426696748849432,0.6940333785143027,-7.101422621051179,2.6399993896484375,0.32000732421875,1.7310336927001235,0.20982711674309737,152.66000366210938,149.0,,,,152.8000030517578,153.49000549316406,,,,151.2899932861328,148.61000061035156,,,,151.8300018310547,153.1199951171875,,,,86453100.0,90956700.0,,,,,,,,,152.6299964057075,152.8171860876162,152.95074393689765,153.04746939465892,,,,,,,,,,,,,,,,,,,,153.64999389648438,156.69000244140625,148.7899932861328,146.8300018310547
2021-09-02,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,71115500.0,0.7474915944589711,0.6804902660947798,-0.16776004258834964,0.03938398321914338,-11.452840548997244,2.32000732421875,0.220001220703125,1.5099299813716645,0.1431833579188699,152.8300018310547,152.66000366210938,149.0,,,154.97999572753906,152.8000030517578,153.49000549316406,,,152.33999633789062,151.2899932861328,148.61000061035156,,,152.50999450683594,151.8300018310547,153.1199951171875,,,80313700.0,86453100.0,90956700.0,,,,,,,,152.96999556929978,152.96860568922858,153.01733917114402,153.0710978064952,,,,,,,,,,,,,,,,,,,,154.3000030517578,155.11000061035156,146.05999755859375,146.9199981689453
2021-09-03,153.75999450683594,154.6300048828125,153.08999633789062,154.3000030517578,57808700.0,0.42304535053308,-0.07148931815315063,-0.058167229304917356,0.4527575256170424,-18.71153264759441,1.540008544921875,-0.540008544921875,0.9980612537028274,-0.3499731265337283,153.8699951171875,152.8300018310547,152.66000366210938,,,154.72000122070312,154.97999572753906,152.8000030517578,,,152.39999389648438,152.33999633789062,151.2899932861328,,,153.64999389648438,152.50999450683594,151.8300018310547,,,71115500.0,80313700.0,86453100.0,,,153.08199768066407,,,,,153.4133313967858,153.21067793696116,153.1394976359644,153.11929016905452,153.08199768066407,,,0.9620657239360395,,,,,,,,,,,,,,,,156.69000244140625,154.07000732421875,142.94000244140625,145.3699951171875
2021-09-07,154.97000122070312,157.25999450683594,154.38999938964844,156.69000244140625,82278300.0,1.548930228372547,0.7869450813575485,1.7008274855947914,0.8491757024335689,42.328576840510166,2.8699951171875,-1.720001220703125,1.8316389510943596,-1.097709613825754,153.75999450683594,153.8699951171875,152.8300018310547,149.0,,154.6300048828125,154.72000122070312,154.97999572753906,153.49000549316406,,153.08999633789062,152.39999389648438,152.33999633789062,148.61000061035156,,154.3000030517578,153.64999389648438,152.50999450683594,153.1199951171875,,57808700.0,71115500.0,80313700.0,90956700.0,,153.7959991455078,,,,,154.50555507832595,153.84328239231482,153.47764095076838,153.2593181013036,153.7959991455078,,,1.8821228651479662,,,,,0.8611392786349646,,,,,3.57000732421875,,,,,,155.11000061035156,148.97000122070312,143.42999267578125,141.91000366210938
2021-09-08,156.97999572753906,157.0399932861328,153.97999572753906,155.11000061035156,74420200.0,-1.0083616098260806,1.2970216758102504,-0.13989649522311298,-0.2655636140490025,-9.550634857550532,3.05999755859375,1.8699951171875,1.9727919196394712,1.2055928759133163,154.97000122070312,153.75999450683594,153.8699951171875,152.66000366210938,,157.25999450683594,154.6300048828125,154.72000122070312,152.8000030517578,,154.38999938964844,153.08999633789062,152.39999389648438,151.2899932861328,,156.69000244140625,154.3000030517578,153.64999389648438,151.8300018310547,,82278300.0,57808700.0,71115500.0,86453100.0,,154.45199890136718,,,,,154.7070369223345,154.07359479559423,153.63310377549058,153.33189388597214,154.45199890136718,,,1.5715694328272616,,,,,0.9249380120016516,,,,,3.279998779296875,,,,,,154.07000732421875,149.5500030517578,145.85000610351562,142.8300018310547
2021-09-09,155.49000549316406,156.11000061035156,153.9499969482422,154.07000732421875,57305700.0,-0.6704875778740793,-0.9491593036867529,-0.5922011688365036,-0.019482257519964907,-22.997116374317727,2.160003662109375,1.4199981689453125,1.401962458250521,0.9216577539047721,156.97999572753906,154.97000122070312,153.75999450683594,152.8300018310547,,157.0399932861328,157.25999450683594,154.6300048828125,154.97999572753906,,153.97999572753906,154.38999938964844,153.08999633789062,152.33999633789062,,155.11000061035156,156.69000244140625,154.3000030517578,152.50999450683594,,74420200.0,82278300.0,57808700.0,80313700.0,,154.76400146484374,,,,,154.4946937229626,154.07294252807142,153.67471363727424,153.36083951100142,154.76400146484374,,,1.2007425231228757,,,,,1.0472183958704047,,,,,1.5600128173828125,,,,,,148.97000122070312,148.1199951171875,146.8300018310547,141.5
2021-09-10,155.0,155.47999572753906,148.6999969482422,148.97000122070312,140893200.0,-3.3101874869022163,-0.3151363276436503,-0.40356471741037625,-3.4101981838720263,145.86245347321469,6.779998779296875,6.029998779296875,4.551251073195684,4.047794005427487,155.49000549316406,156.97999572753906,154.97000122070312,153.8699951171875,,156.11000061035156,157.0399932861328,157.25999450683594,154.72000122070312,,153.9499969482422,153.97999572753906,154.38999938964844,152.39999389648438,,154.07000732421875,155.11000061035156,156.69000244140625,153.64999389648438,,57305700.0,74420200.0,82278300.0,71115500.0,,153.8280029296875,,,,,152.6531295555428,153.14513501764083,153.22664578807698,153.188649774127,153.8280029296875,,,2.903277893390865,,,,,1.8153035983437467,,,,,-4.67999267578125,,,,,,149.5500030517578,149.02999877929688,146.9199981689453,142.64999389648438
2021-09-13,150.6300048828125,151.4199981689453,148.75,149.5500030517578,102404300.0,0.3893413615506436,-2.819351688508065,-2.6112668318491794,0.03362680079623814,-27.31778396686284,2.6699981689453125,1.0800018310546875,1.7853548073959262,0.7221677091379993,155.0,155.49000549316406,156.97999572753906,153.75999450683594,,155.47999572753906,156.11000061035156,157.0399932861328,154.6300048828125,,148.6999969482422,153.9499969482422,153.97999572753906,153.08999633789062,,148.97000122070312,154.07000732421875,155.11000061035156,154.3000030517578,,140893200.0,57305700.0,74420200.0,57808700.0,,152.8780029296875,152.9800003051758,,,,151.61875405428114,152.49147466020753,152.87648933699896,153.0459577457988,152.8780029296875,152.9800003051758,,3.438098636795506,2.3825384553290503,,,,1.8105956170898103,,,,,-4.75,,,,,,148.1199951171875,148.7899932861328,145.3699951171875,139.13999938964844
